instruction,input,output
"In the ACSC ISM, What is control identitifer ISM-0536?",,Public wireless networks provided for general public use are segregated from all other organisation networks.
"In the ACSC ISM, What is control identitifer ISM-1315?",,The administrative interface on wireless access points is disabled for wireless network connections.
"In the ACSC ISM, What is control identitifer ISM-1710?",,Configuration settings for wireless access points are hardened.
"In the ACSC ISM, What is control identitifer ISM-1316?",,Default SSIDs of wireless access points are changed.
"In the ACSC ISM, What is control identitifer ISM-1317?",,"SSIDs of non-public wireless networks are not readily associated with an organisation, the location of their premises or the functionality of wireless networks."
"In the ACSC ISM, What is control identitifer ISM-1318?",,SSID broadcasting is not disabled on wireless access points.
"In the ACSC ISM, What is control identitifer ISM-1320?",,MAC address filtering is not used to restrict which devices can connect to wireless networks.
"In the ACSC ISM, What is control identitifer ISM-1319?",,Static addressing is not used for assigning IP addresses on wireless networks.
"In the ACSC ISM, What is control identitifer ISM-1332?",,WPA3-Enterprise 192-bit mode is used to protect the confidentiality and integrity of all wireless network traffic.
"In the ACSC ISM, What is control identitifer ISM-1321?",,"802.1X authentication with EAP-TLS, using X.509 certificates, is used for mutual authentication; with all other EAP methods disabled on supplications and authentication servers."
"In the ACSC ISM, What is control identitifer ISM-1711?",,User identity confidentiality is used if available with EAP-TLS implementations.
"In the ACSC ISM, What is control identitifer ISM-1322?",,"Evaluated supplicants, authenticators, wireless access points and authentication servers are used in wireless networks."
"In the ACSC ISM, What is control identitifer ISM-1324?",,Certificates are generated using an evaluated certificate authority or hardware security module.
"In the ACSC ISM, What is control identitifer ISM-1323?",,Certificates are required for both devices and users accessing wireless networks.
"In the ACSC ISM, What is control identitifer ISM-1327?",,"Certificates are protected by encryption, user authentication, and both logical and physical access controls."
"In the ACSC ISM, What is control identitifer ISM-1330?",,The PMK caching period is not set to greater than 1440 minutes (24 hours).
"In the ACSC ISM, What is control identitifer ISM-1712?",,The use of FT (802.11r) is disabled unless authenticator-to-authenticator communications are secured by an ASD-Approved Cryptographic Protocol.
"In the ACSC ISM, What is control identitifer ISM-1454?",,Communications between authenticators and a RADIUS server are encapsulated with an additional layer of encryption using RADIUS over Internet Protocol Security or RADIUS over Transport Layer Security.
"In the ACSC ISM, What is control identitifer ISM-1334?",,Wireless networks implement sufficient frequency separation from other wireless networks.
"In the ACSC ISM, What is control identitifer ISM-1335?",,Wireless access points enable the use of the 802.11w amendment to protect management frames.
"In the ACSC ISM, What is control identitifer ISM-1338?",,"Instead of deploying a small number of wireless access points that broadcast on high power, a greater number of wireless access points that use less broadcast power are deployed to achieve the desired footprint for wireless networks."
"In the ACSC ISM, What is control identitifer ISM-1437?",,Cloud service providers are used for hosting online services.
"In the ACSC ISM, What is control identitifer ISM-1578?",,An organisation is notified by cloud service providers of any change to configured regions or availability zones for online services.
"In the ACSC ISM, What is control identitifer ISM-1579?",,Cloud service providers’ ability to dynamically scale resources due to a genuine spike in demand or a denial-of-service attack is tested as part of capacity planning processes for online services.
"In the ACSC ISM, What is control identitifer ISM-1580?",,"Where a high availability requirement exists for online services, the services are architected to automatically transition between availability zones."
"In the ACSC ISM, What is control identitifer ISM-1441?",,"Where a requirement for high availability exists for online services, a denial of service mitigation service is used."
